Start runing encode (mbh, keyframe-5, devel2013, 1, 33) at 13-Sep-2013 11:06:17
Start runing encode (mbh, keyframe-5, devel2013, 22870, 22902) at 13-Sep-2013 13:10:13
Start runing encode (mbh, keyframe-5, devel2013, 22837, 22869) at 13-Sep-2013 13:10:13
Finish runing encode (mbh, keyframe-5, devel2013, 18151, 18183) at 13-Sep-2013 13:10:16
Finish runing encode (mbh, keyframe-5, devel2013, 19636, 19668) at 13-Sep-2013 13:10:23
Start runing encode (mbh, keyframe-5, devel2013, 22903, 22935) at 13-Sep-2013 13:10:28
Start runing encode (mbh, keyframe-5, devel2013, 22936, 22968) at 13-Sep-2013 13:10:28
Finish runing encode (mbh, keyframe-5, devel2013, 19900, 19932) at 13-Sep-2013 13:10:32
Finish runing encode (mbh, keyframe-5, devel2013, 19537, 19569) at 13-Sep-2013 13:10:32
Start runing encode (mbh, keyframe-5, devel2013, 22969, 23001) at 13-Sep-2013 13:10:43
Finish runing encode (mbh, keyframe-5, devel2013, 19438, 19470) at 13-Sep-2013 13:10:48
Finish runing encode (mbh, keyframe-5, devel2013, 19504, 19536) at 13-Sep-2013 13:10:53
Finish runing encode (mbh, keyframe-5, devel2013, 15742, 15774) at 13-Sep-2013 13:10:53
Start runing encode (mbh, keyframe-5, devel2013, 23068, 23100) at 13-Sep-2013 13:10:58
Start runing encode (mbh, keyframe-5, devel2013, 23101, 23133) at 13-Sep-2013 13:10:58
Start runing encode (mbh, keyframe-5, devel2013, 23035, 23067) at 13-Sep-2013 13:10:58
Finish runing encode (mbh, keyframe-5, devel2013, 20956, 20988) at 13-Sep-2013 13:11:13
Finish runing encode (mbh, keyframe-5, devel2013, 19141, 19173) at 13-Sep-2013 13:11:16
Start runing encode (mbh, keyframe-5, devel2013, 23134, 23166) at 13-Sep-2013 13:11:28
Finish runing encode (mbh, keyframe-5, devel2013, 17821, 17853) at 13-Sep-2013 13:11:28
Finish runing encode (mbh, keyframe-5, devel2013, 20593, 20625) at 13-Sep-2013 13:11:54
Start runing encode (mbh, keyframe-5, devel2013, 23200, 23232) at 13-Sep-2013 13:12:00
Finish runing encode (mbh, keyframe-5, devel2013, 20164, 20196) at 13-Sep-2013 13:12:06
Finish runing encode (mbh, keyframe-5, devel2013, 20362, 20394) at 13-Sep-2013 13:12:06
Finish runing encode (mbh, keyframe-5, devel2013, 17920, 17952) at 13-Sep-2013 13:12:11
Start runing encode (mbh, keyframe-5, devel2013, 23266, 23298) at 13-Sep-2013 13:12:12
Start runing encode (mbh, keyframe-5, devel2013, 23233, 23265) at 13-Sep-2013 13:12:13
Start runing encode (mbh, keyframe-5, devel2013, 23299, 23331) at 13-Sep-2013 13:12:13
Finish runing encode (mbh, keyframe-5, devel2013, 18085, 18117) at 13-Sep-2013 13:12:13
Finish runing encode (mbh, keyframe-5, devel2013, 20461, 20493) at 13-Sep-2013 13:12:15
Finish runing encode (mbh, keyframe-5, devel2013, 21319, 21351) at 13-Sep-2013 13:12:16
Finish runing encode (mbh, keyframe-5, devel2013, 19405, 19437) at 13-Sep-2013 13:12:16
Finish runing encode (mbh, keyframe-5, devel2013, 17161, 17193) at 13-Sep-2013 13:12:21
Finish runing encode (mbh, keyframe-5, devel2013, 22111, 22143) at 13-Sep-2013 13:12:21
Finish runing encode (mbh, keyframe-5, devel2013, 20197, 20229) at 13-Sep-2013 13:12:22
Finish runing encode (mbh, keyframe-5, devel2013, 21154, 21186) at 13-Sep-2013 13:12:23
Start runing encode (mbh, keyframe-5, devel2013, 23497, 23529) at 13-Sep-2013 13:12:28
Start runing encode (mbh, keyframe-5, devel2013, 23464, 23496) at 13-Sep-2013 13:12:28

Start runing encode (mbh, keyframe-5, devel2013, 23398, 23430) at 13-Sep-2013 13:12:28
Start runing encode (mbh, keyframe-5, devel2013, 23332, 23364) at 13-Sep-2013 13:12:29
Finish runing encode (mbh, keyframe-5, devel2013, 19108, 19140) at 13-Sep-2013 13:12:33
Finish runing encode (mbh, keyframe-5, devel2013, 17128, 17160) at 13-Sep-2013 13:12:38
Start runing encode (mbh, keyframe-5, devel2013, 23563, 23595) at 13-Sep-2013 13:12:43
Start runing encode (mbh, keyframe-5, devel2013, 23596, 23628) at 13-Sep-2013 13:12:43
Finish runing encode (mbh, keyframe-5, devel2013, 20263, 20295) at 13-Sep-2013 13:12:43
Start runing encode (mbh, keyframe-5, devel2013, 23530, 23562) at 13-Sep-2013 13:12:43
Finish runing encode (mbh, keyframe-5, devel2013, 21418, 21450) at 13-Sep-2013 13:12:56
Start runing encode (mbh, keyframe-5, devel2013, 23662, 23694) at 13-Sep-2013 13:12:58
Start runing encode (mbh, keyframe-5, devel2013, 23629, 23661) at 13-Sep-2013 13:12:59
Finish runing encode (mbh, keyframe-5, devel2013, 18118, 18150) at 13-Sep-2013 13:13:10
Finish runing encode (mbh, keyframe-5, devel2013, 19702, 19734) at 13-Sep-2013 13:13:11
Start runing encode (mbh, keyframe-5, devel2013, 23695, 23727) at 13-Sep-2013 13:13:13
Finish runing encode (mbh, keyframe-5, devel2013, 18745, 18777) at 13-Sep-2013 13:13:18
Finish runing encode (mbh, keyframe-5, devel2013, 18943, 18975) at 13-Sep-2013 13:13:21
Start runing encode (mbh, keyframe-5, devel2013, 23761, 23793) at 13-Sep-2013 13:13:27
Start runing encode (mbh, keyframe-5, devel2013, 23728, 23760) at 13-Sep-2013 13:13:28
Start runing encode (mbh, keyframe-5, devel2013, 23794, 23826) at 13-Sep-2013 13:13:43
Finish runing encode (mbh, keyframe-5, devel2013, 20659, 20691) at 13-Sep-2013 13:13:49
Finish runing encode (mbh, keyframe-5, devel2013, 18910, 18942) at 13-Sep-2013 13:13:56
Finish runing encode (mbh, keyframe-5, devel2013, 15808, 15840) at 13-Sep-2013 13:13:56
Start runing encode (mbh, keyframe-5, devel2013, 23860, 23892) at 13-Sep-2013 13:13:57
Start runing encode (mbh, keyframe-5, devel2013, 23893, 23925) at 13-Sep-2013 13:13:57
Start runing encode (mbh, keyframe-5, devel2013, 23827, 23859) at 13-Sep-2013 13:13:58
Finish runing encode (mbh, keyframe-5, devel2013, 19207, 19239) at 13-Sep-2013 13:14:11
Start runing encode (mbh, keyframe-5, devel2013, 23926, 23958) at 13-Sep-2013 13:14:13
Finish runing encode (mbh, keyframe-5, devel2013, 18811, 18843) at 13-Sep-2013 13:14:14
Finish runing encode (mbh, keyframe-5, devel2013, 19966, 19998) at 13-Sep-2013 13:14:18
Start runing encode (mbh, keyframe-5, devel2013, 23959, 23991) at 13-Sep-2013 13:14:28
Start runing encode (mbh, keyframe-5, devel2013, 24025, 24057) at 13-Sep-2013 13:14:43
Start runing encode (mbh, keyframe-5, devel2013, 24091, 24123) at 13-Sep-2013 13:14:43
Start runing encode (mbh, keyframe-5, devel2013, 24058, 24090) at 13-Sep-2013 13:14:44
Finish runing encode (mbh, keyframe-5, devel2013, 19174, 19206) at 13-Sep-2013 13:14:47
Finish runing encode (mbh, keyframe-5, devel2013, 20494, 20526) at 13-Sep-2013 13:14:54
Start runing encode (mbh, keyframe-5, devel2013, 24124, 24156) at 13-Sep-2013 13:14:58
Start runing encode (mbh, keyframe-5, devel2013, 24190, 24222) at 13-Sep-2013 13:14:58
Start runing encode (mbh, keyframe-5, devel2013, 24157, 24189) at 13-Sep-2013 13:14:58
Start runing encode (mbh, keyframe-5, devel2013, 24223, 24255) at 13-Sep-2013 13:15:13
Finish runing encode (mbh, keyframe-5, devel2013, 19867, 19899) at 13-Sep-2013 13:15:13
Finish runing encode (mbh, keyframe-5, devel2013, 20857, 20889) at 13-Sep-2013 13:15:31
Finish runing encode (mbh, keyframe-5, devel2013, 17557, 17589) at 13-Sep-2013 13:15:38
Finish runing encode (mbh, keyframe-5, devel2013, 15907, 15939) at 13-Sep-2013 13:15:42
Start runing encode (mbh, keyframe-5, devel2013, 24289, 24321) at 13-Sep-2013 13:15:43
Start runing encode (mbh, keyframe-5, devel2013, 24256, 24288) at 13-Sep-2013 13:15:43
Finish runing encode (mbh, keyframe-5, devel2013, 21253, 21285) at 13-Sep-2013 13:15:49
Finish runing encode (mbh, keyframe-5, devel2013, 18283, 18315) at 13-Sep-2013 13:15:50
Finish runing encode (mbh, keyframe-5, devel2013, 17986, 18018) at 13-Sep-2013 13:15:54
Start runing encode (mbh, keyframe-5, devel2013, 24322, 24354) at 13-Sep-2013 13:15:58
Start runing encode (mbh, keyframe-5, devel2013, 24355, 24387) at 13-Sep-2013 13:15:59
Finish runing encode (mbh, keyframe-5, devel2013, 22210, 22242) at 13-Sep-2013 13:16:01
Finish runing encode (mbh, keyframe-5, devel2013, 22771, 22803) at 13-Sep-2013 13:16:04
Finish runing encode (mbh, keyframe-5, devel2013, 20890, 20922) at 13-Sep-2013 13:16:11
Start runing encode (mbh, keyframe-5, devel2013, 24388, 24420) at 13-Sep-2013 13:16:13
Finish runing encode (mbh, keyframe-5, devel2013, 16237, 16269) at 13-Sep-2013 13:16:13
Finish runing encode (mbh, keyframe-5, devel2013, 20296, 20328) at 13-Sep-2013 13:16:15
Finish runing encode (mbh, keyframe-5, devel2013, 19471, 19503) at 13-Sep-2013 13:16:27
Finish runing encode (mbh, keyframe-5, devel2013, 21517, 21549) at 13-Sep-2013 13:16:37
Finish runing encode (mbh, keyframe-5, devel2013, 16270, 16302) at 13-Sep-2013 13:16:38
Finish runing encode (mbh, keyframe-5, devel2013, 19306, 19338) at 13-Sep-2013 13:16:39
Start runing encode (mbh, keyframe-5, devel2013, 24454, 24486) at 13-Sep-2013 13:16:43
Start runing encode (mbh, keyframe-5, devel2013, 24487, 24519) at 13-Sep-2013 13:16:43
Finish runing encode (mbh, keyframe-5, devel2013, 22639, 22671) at 13-Sep-2013 13:16:52
Finish runing encode (mbh, keyframe-5, devel2013, 21880, 21912) at 13-Sep-2013 13:16:53
Finish runing encode (mbh, keyframe-5, devel2013, 20527, 20559) at 13-Sep-2013 13:16:54
Start runing encode (mbh, keyframe-5, devel2013, 24619, 24651) at 13-Sep-2013 13:16:57
Start runing encode (mbh, keyframe-5, devel2013, 24652, 24684) at 13-Sep-2013 13:16:58
Start runing encode (mbh, keyframe-5, devel2013, 24520, 24552) at 13-Sep-2013 13:16:58
Start runing encode (mbh, keyframe-5, devel2013, 24586, 24618) at 13-Sep-2013 13:16:58
Start runing encode (mbh, keyframe-5, devel2013, 24718, 24750) at 13-Sep-2013 13:17:12
Finish runing encode (mbh, keyframe-5, devel2013, 20824, 20856) at 13-Sep-2013 13:17:13
Finish runing encode (mbh, keyframe-5, devel2013, 19372, 19404) at 13-Sep-2013 13:17:15
Start runing encode (mbh, keyframe-5, devel2013, 24751, 24783) at 13-Sep-2013 13:17:28
Finish runing encode (mbh, keyframe-5, devel2013, 22804, 22836) at 13-Sep-2013 13:17:43
Finish runing encode (mbh, keyframe-5, devel2013, 20329, 20361) at 13-Sep-2013 13:17:54
Start runing encode (mbh, keyframe-5, devel2013, 24784, 24816) at 13-Sep-2013 13:17:57
Finish runing encode (mbh, keyframe-5, devel2013, 19801, 19833) at 13-Sep-2013 13:18:01
Finish runing encode (mbh, keyframe-5, devel2013, 22177, 22209) at 13-Sep-2013 13:18:04
Start runing encode (mbh, keyframe-5, devel2013, 24817, 24849) at 13-Sep-2013 13:18:12
Start runing encode (mbh, keyframe-5, devel2013, 24850, 24882) at 13-Sep-2013 13:18:13
Finish runing encode (mbh, keyframe-5, devel2013, 22474, 22506) at 13-Sep-2013 13:18:17
Finish runing encode (mbh, keyframe-5, devel2013, 20758, 20790) at 13-Sep-2013 13:18:27
Start runing encode (mbh, keyframe-5, devel2013, 24883, 24915) at 13-Sep-2013 13:18:28
Finish runing encode (mbh, keyframe-5, devel2013, 17524, 17556) at 13-Sep-2013 13:18:38
Start runing encode (mbh, keyframe-5, devel2013, 24916, 24948) at 13-Sep-2013 13:18:43
Start runing encode (mbh, keyframe-5, devel2013, 24982, 25014) at 13-Sep-2013 13:18:43
Start runing encode (mbh, keyframe-5, devel2013, 24949, 24981) at 13-Sep-2013 13:18:43
Finish runing encode (mbh, keyframe-5, devel2013, 20395, 20427) at 13-Sep-2013 13:18:52
Start runing encode (mbh, keyframe-5, devel2013, 25048, 25080) at 13-Sep-2013 13:18:58
Start runing encode (mbh, keyframe-5, devel2013, 25015, 25047) at 13-Sep-2013 13:18:58
Start runing encode (mbh, keyframe-5, devel2013, 25081, 25113) at 13-Sep-2013 13:19:12
Finish runing encode (mbh, keyframe-5, devel2013, 22441, 22473) at 13-Sep-2013 13:19:18
Finish runing encode (mbh, keyframe-5, devel2013, 23959, 23991) at 13-Sep-2013 13:19:26
Start runing encode (mbh, keyframe-5, devel2013, 25114, 25146) at 13-Sep-2013 13:19:28
Start runing encode (mbh, keyframe-5, devel2013, 25147, 25179) at 13-Sep-2013 13:19:28
Finish runing encode (mbh, keyframe-5, devel2013, 21781, 21813) at 13-Sep-2013 13:19:33
Start runing encode (mbh, keyframe-5, devel2013, 25180, 25212) at 13-Sep-2013 13:19:43
Start runing encode (mbh, keyframe-5, devel2013, 25213, 25245) at 13-Sep-2013 13:19:43
Finish runing encode (mbh, keyframe-5, devel2013, 20131, 20163) at 13-Sep-2013 13:19:47
Finish runing encode (mbh, keyframe-5, devel2013, 21913, 21945) at 13-Sep-2013 13:19:49
Finish runing encode (mbh, keyframe-5, devel2013, 20428, 20460) at 13-Sep-2013 13:19:50
Start runing encode (mbh, keyframe-5, devel2013, 25312, 25344) at 13-Sep-2013 13:19:57
Start runing encode (mbh, keyframe-5, devel2013, 25279, 25311) at 13-Sep-2013 13:19:58
Start runing encode (mbh, keyframe-5, devel2013, 25246, 25278) at 13-Sep-2013 13:19:58
Finish runing encode (mbh, keyframe-5, devel2013, 22078, 22110) at 13-Sep-2013 13:19:58
Start runing encode (mbh, keyframe-5, devel2013, 25345, 25377) at 13-Sep-2013 13:19:59
Finish runing encode (mbh, keyframe-5, devel2013, 22936, 22968) at 13-Sep-2013 13:20:02
Start runing encode (mbh, keyframe-5, devel2013, 25378, 25410) at 13-Sep-2013 13:20:12
Finish runing encode (mbh, keyframe-5, devel2013, 23563, 23595) at 13-Sep-2013 13:20:15
Finish runing encode (mbh, keyframe-5, devel2013, 20692, 20724) at 13-Sep-2013 13:20:21
Start runing encode (mbh, keyframe-5, devel2013, 25477, 25509) at 13-Sep-2013 13:20:28
Start runing encode (mbh, keyframe-5, devel2013, 25411, 25443) at 13-Sep-2013 13:20:28
Finish runing encode (mbh, keyframe-5, devel2013, 22705, 22737) at 13-Sep-2013 13:20:30
Finish runing encode (mbh, keyframe-5, devel2013, 21088, 21120) at 13-Sep-2013 13:20:38
Start runing encode (mbh, keyframe-5, devel2013, 25510, 25542) at 13-Sep-2013 13:20:43
Start runing encode (mbh, keyframe-5, devel2013, 25543, 25575) at 13-Sep-2013 13:20:43
Finish runing encode (mbh, keyframe-5, devel2013, 22903, 22935) at 13-Sep-2013 13:20:54
Finish runing encode (mbh, keyframe-5, devel2013, 22045, 22077) at 13-Sep-2013 13:21:03
Finish runing encode (mbh, keyframe-5, devel2013, 21451, 21483) at 13-Sep-2013 13:21:04
Finish runing encode (mbh, keyframe-5, devel2013, 21847, 21879) at 13-Sep-2013 13:21:06
Finish runing encode (mbh, keyframe-5, devel2013, 20791, 20823) at 13-Sep-2013 13:21:11
Start runing encode (mbh, keyframe-5, devel2013, 25576, 25608) at 13-Sep-2013 13:21:13
Finish runing encode (mbh, keyframe-5, devel2013, 22012, 22044) at 13-Sep-2013 13:21:13
Start runing encode (mbh, keyframe-5, devel2013, 25675, 25707) at 13-Sep-2013 13:21:27
Start runing encode (mbh, keyframe-5, devel2013, 25642, 25674) at 13-Sep-2013 13:21:28
Finish runing encode (mbh, keyframe-5, devel2013, 23002, 23034) at 13-Sep-2013 13:21:36
Finish runing encode (mbh, keyframe-5, devel2013, 21484, 21516) at 13-Sep-2013 13:21:39
Finish runing encode (mbh, keyframe-5, devel2013, 9868, 9900) at 13-Sep-2013 13:21:41
Finish runing encode (mbh, keyframe-5, devel2013, 24190, 24222) at 13-Sep-2013 13:21:42
Start runing encode (mbh, keyframe-5, devel2013, 25708, 25740) at 13-Sep-2013 13:21:43
Finish runing encode (mbh, keyframe-5, devel2013, 20923, 20955) at 13-Sep-2013 13:21:44
Finish runing encode (mbh, keyframe-5, devel2013, 23926, 23958) at 13-Sep-2013 13:21:49
Start runing encode (mbh, keyframe-5, devel2013, 25807, 25839) at 13-Sep-2013 13:21:57
Start runing encode (mbh, keyframe-5, devel2013, 25741, 25773) at 13-Sep-2013 13:21:57
Start runing encode (mbh, keyframe-5, devel2013, 25774, 25806) at 13-Sep-2013 13:21:58
Finish runing encode (mbh, keyframe-5, devel2013, 19009, 19041) at 13-Sep-2013 13:22:04
Finish runing encode (mbh, keyframe-5, devel2013, 22672, 22704) at 13-Sep-2013 13:22:04
Start runing encode (mbh, keyframe-5, devel2013, 25873, 25905) at 13-Sep-2013 13:22:13
Start runing encode (mbh, keyframe-5, devel2013, 25840, 25872) at 13-Sep-2013 13:22:13
Finish runing encode (mbh, keyframe-5, devel2013, 22573, 22605) at 13-Sep-2013 13:22:14
Finish runing encode (mbh, keyframe-5, devel2013, 23464, 23496) at 13-Sep-2013 13:22:14
Finish runing encode (mbh, keyframe-5, devel2013, 22870, 22902) at 13-Sep-2013 13:22:17
Finish runing encode (mbh, keyframe-5, devel2013, 23266, 23298) at 13-Sep-2013 13:22:19
Finish runing encode (mbh, keyframe-5, devel2013, 23992, 24024) at 13-Sep-2013 13:22:27
Start runing encode (mbh, keyframe-5, devel2013, 25906, 25938) at 13-Sep-2013 13:22:28
Start runing encode (mbh, keyframe-5, devel2013, 26005, 26037) at 13-Sep-2013 13:22:28
Start runing encode (mbh, keyframe-5, devel2013, 25972, 26004) at 13-Sep-2013 13:22:28
Finish runing encode (mbh, keyframe-5, devel2013, 19834, 19866) at 13-Sep-2013 13:22:39
Start runing encode (mbh, keyframe-5, devel2013, 26038, 26070) at 13-Sep-2013 13:22:42
Start runing encode (mbh, keyframe-5, devel2013, 26071, 26103) at 13-Sep-2013 13:22:43
Finish runing encode (mbh, keyframe-5, devel2013, 23893, 23925) at 13-Sep-2013 13:22:43
Finish runing encode (mbh, keyframe-5, devel2013, 24025, 24057) at 13-Sep-2013 13:22:52
Finish runing encode (mbh, keyframe-5, devel2013, 22606, 22638) at 13-Sep-2013 13:22:53
Start runing encode (mbh, keyframe-5, devel2013, 26104, 26136) at 13-Sep-2013 13:22:57
Start runing encode (mbh, keyframe-5, devel2013, 26236, 26268) at 13-Sep-2013 13:22:58
Start runing encode (mbh, keyframe-5, devel2013, 26203, 26235) at 13-Sep-2013 13:22:58
Start runing encode (mbh, keyframe-5, devel2013, 26170, 26202) at 13-Sep-2013 13:22:58
Finish runing encode (mbh, keyframe-5, devel2013, 22144, 22176) at 13-Sep-2013 13:23:09
Start runing encode (mbh, keyframe-5, devel2013, 26302, 26334) at 13-Sep-2013 13:23:13
Start runing encode (mbh, keyframe-5, devel2013, 26269, 26301) at 13-Sep-2013 13:23:14
Finish runing encode (mbh, keyframe-5, devel2013, 22738, 22770) at 13-Sep-2013 13:23:16
Finish runing encode (mbh, keyframe-5, devel2013, 23035, 23067) at 13-Sep-2013 13:23:20
Start runing encode (mbh, keyframe-5, devel2013, 26335, 26367) at 13-Sep-2013 13:23:28
Finish runing encode (mbh, keyframe-5, devel2013, 21979, 22011) at 13-Sep-2013 13:23:34
Finish runing encode (mbh, keyframe-5, devel2013, 21352, 21384) at 13-Sep-2013 13:23:37
Start runing encode (mbh, keyframe-5, devel2013, 26368, 26400) at 13-Sep-2013 13:23:43
Finish runing encode (mbh, keyframe-5, devel2013, 21022, 21054) at 13-Sep-2013 13:23:50
Finish runing encode (mbh, keyframe-5, devel2013, 21286, 21318) at 13-Sep-2013 13:23:52
Finish runing encode (mbh, keyframe-5, devel2013, 24223, 24255) at 13-Sep-2013 13:23:52
Start runing encode (mbh, keyframe-5, devel2013, 26434, 26466) at 13-Sep-2013 13:23:58
Start runing encode (mbh, keyframe-5, devel2013, 26500, 26532) at 13-Sep-2013 13:23:58
Start runing encode (mbh, keyframe-5, devel2013, 26467, 26499) at 13-Sep-2013 13:23:58
Finish runing encode (mbh, keyframe-5, devel2013, 23596, 23628) at 13-Sep-2013 13:24:05
Finish runing encode (mbh, keyframe-5, devel2013, 25048, 25080) at 13-Sep-2013 13:24:07
Finish runing encode (mbh, keyframe-5, devel2013, 22507, 22539) at 13-Sep-2013 13:24:12
Start runing encode (mbh, keyframe-5, devel2013, 26533, 26565) at 13-Sep-2013 13:24:13
Finish runing encode (mbh, keyframe-5, devel2013, 23365, 23397) at 13-Sep-2013 13:24:14
Finish runing encode (mbh, keyframe-5, devel2013, 23629, 23661) at 13-Sep-2013 13:24:22
Finish runing encode (mbh, keyframe-5, devel2013, 21748, 21780) at 13-Sep-2013 13:24:22
Start runing encode (mbh, keyframe-5, devel2013, 26698, 26730) at 13-Sep-2013 13:24:28
Start runing encode (mbh, keyframe-5, devel2013, 26665, 26697) at 13-Sep-2013 13:24:28
Start runing encode (mbh, keyframe-5, devel2013, 26599, 26631) at 13-Sep-2013 13:24:28
Start runing encode (mbh, keyframe-5, devel2013, 26632, 26664) at 13-Sep-2013 13:24:28
Start runing encode (mbh, keyframe-5, devel2013, 26566, 26598) at 13-Sep-2013 13:24:29
Finish runing encode (mbh, keyframe-5, devel2013, 24157, 24189) at 13-Sep-2013 13:24:31
Start runing encode (mbh, keyframe-5, devel2013, 26731, 26763) at 13-Sep-2013 13:24:43
Finish runing encode (mbh, keyframe-5, devel2013, 23695, 23727) at 13-Sep-2013 13:24:50
Finish runing encode (mbh, keyframe-5, devel2013, 20626, 20658) at 13-Sep-2013 13:24:57
Start runing encode (mbh, keyframe-5, devel2013, 26764, 26796) at 13-Sep-2013 13:24:58
Start runing encode (mbh, keyframe-5, devel2013, 26797, 26829) at 13-Sep-2013 13:24:58
Finish runing encode (mbh, keyframe-5, devel2013, 19669, 19701) at 13-Sep-2013 13:25:02
